country,date,total_cases,total_deaths,death_rate,people_vaccinated_per_hundred
Afghanistan,2020-02-26,1,0,0,
Afghanistan,2020-02-27,1,0,0,
Afghanistan,2020-02-28,1,0,0,
Afghanistan,2020-02-29,1,0,0,
Afghanistan,2020-03-01,1,0,0,
Afghanistan,2020-03-02,1,0,0,
Afghanistan,2020-03-03,1,0,0,
Afghanistan,2020-03-04,1,0,0,
Afghanistan,2020-03-05,1,0,0,
Afghanistan,2020-03-06,1,0,0,
Afghanistan,2020-03-07,1,0,0,
Afghanistan,2020-03-08,1,0,0,
Afghanistan,2020-03-09,4,0,0,
Afghanistan,2020-03-10,4,0,0,
Afghanistan,2020-03-11,4,0,0,
Afghanistan,2020-03-12,7,0,0,
Afghanistan,2020-03-13,7,0,0,
Afghanistan,2020-03-14,7,0,0,
Afghanistan,2020-03-15,7,0,0,
Afghanistan,2020-03-16,10,0,0,
Afghanistan,2020-03-17,16,0,0,
Afghanistan,2020-03-18,22,0,0,
Afghanistan,2020-03-19,22,0,0,
Afghanistan,2020-03-20,22,0,0,
Afghanistan,2020-03-21,22,0,0,
Afghanistan,2020-03-22,24,0,0,
Afghanistan,2020-03-23,24,0,0,
Afghanistan,2020-03-24,40,0,0,
Afghanistan,2020-03-25,42,1,2.380952380952381,
Afghanistan,2020-03-26,74,1,1.3513513513513513,
Afghanistan,2020-03-27,74,1,1.3513513513513513,
Afghanistan,2020-03-28,80,2,2.5,
Afghanistan,2020-03-29,91,2,2.197802197802198,
Afghanistan,2020-03-30,106,3,2.8301886792452833,
Afghanistan,2020-03-31,114,4,3.508771929824561,
Afghanistan,2020-04-01,166,4,2.4096385542168677,
Afghanistan,2020-04-02,192,4,2.083333333333333,
Afghanistan,2020-04-03,194,4,2.0618556701030926,
Afghanistan,2020-04-04,254,5,1.968503937007874,
Afghanistan,2020-04-05,274,5,1.824817518248175,
Afghanistan,2020-04-06,299,7,2.341137123745819,
Afghanistan,2020-04-07,337,7,2.0771513353115725,
Afghanistan,2020-04-08,367,11,2.997275204359673,
Afghanistan,2020-04-09,423,14,3.309692671394799,
Afghanistan,2020-04-10,444,15,3.3783783783783785,
Afghanistan,2020-04-11,484,15,3.0991735537190084,
Afghanistan,2020-04-12,521,15,2.8790786948176583,
Afghanistan,2020-04-13,555,18,3.2432432432432434,
Afghanistan,2020-04-14,607,19,3.130148270181219,
Afghanistan,2020-04-15,665,22,3.308270676691729,
Afghanistan,2020-04-16,721,25,3.467406380027739,
Afghanistan,2020-04-17,794,29,3.6523929471032743,
Afghanistan,2020-04-18,845,30,3.5502958579881656,
Afghanistan,2020-04-19,908,30,3.303964757709251,
Afghanistan,2020-04-20,933,30,3.215434083601286,
Afghanistan,2020-04-21,996,33,3.313253012048193,
Afghanistan,2020-04-22,1026,36,3.508771929824561,
Afghanistan,2020-04-23,1092,36,3.296703296703297,
Afghanistan,2020-04-24,1176,40,3.4013605442176873,
Afghanistan,2020-04-25,1226,40,3.262642740619902,
Afghanistan,2020-04-26,1330,43,3.2330827067669174,
Afghanistan,2020-04-27,1463,49,3.349282296650718,
Afghanistan,2020-04-28,1531,50,3.2658393207054215,
Afghanistan,2020-04-29,1703,60,3.523194362889019,
Afghanistan,2020-04-30,1827,60,3.284072249589491,
Afghanistan,2020-05-01,1937,60,3.0975735673722253,
Afghanistan,2020-05-02,2171,64,2.947950253339475,
Afghanistan,2020-05-03,2171,64,2.947950253339475,
Afghanistan,2020-05-04,2469,72,2.916160388821385,
Afghanistan,2020-05-05,2469,72,2.916160388821385,
Afghanistan,2020-05-06,2469,72,2.916160388821385,
Afghanistan,2020-05-07,3224,95,2.946650124069479,
Afghanistan,2020-05-08,3392,104,3.0660377358490565,
Afghanistan,2020-05-09,3563,105,2.9469548133595285,
Afghanistan,2020-05-10,3563,105,2.9469548133595285,
Afghanistan,2020-05-11,4041,115,2.845830240039594,
Afghanistan,2020-05-12,4402,119,2.7033166742389825,
Afghanistan,2020-05-13,4664,121,2.5943396226415096,
Afghanistan,2020-05-14,4967,127,2.5568753774914432,
Afghanistan,2020-05-15,5226,132,2.525832376578645,
Afghanistan,2020-05-16,5639,136,2.4117751374357157,
Afghanistan,2020-05-17,6053,153,2.527672228646952,
Afghanistan,2020-05-18,6402,168,2.6241799437675724,
Afghanistan,2020-05-19,6664,169,2.536014405762305,
Afghanistan,2020-05-20,7072,173,2.446266968325792,
Afghanistan,2020-05-21,7653,177,2.3128185025480206,
Afghanistan,2020-05-22,8220,189,2.2992700729927007,
Afghanistan,2020-05-23,9130,201,2.2015334063526835,
Afghanistan,2020-05-24,9866,211,2.1386580174336105,
Afghanistan,2020-05-25,10582,218,2.0601020601020603,
Afghanistan,2020-05-26,11094,219,1.9740400216333154,
Afghanistan,2020-05-27,11831,220,1.859521595807624,
Afghanistan,2020-05-28,12379,226,1.8256725098957913,
Afghanistan,2020-05-29,13016,235,1.8054701905347266,
Afghanistan,2020-05-30,13659,246,1.8010103228640457,
Afghanistan,2020-05-31,14443,248,1.717094786401717,
Afghanistan,2020-06-01,15094,250,1.6562872664634953,
Afghanistan,2020-06-02,15750,265,1.6825396825396828,
Afghanistan,2020-06-03,16492,270,1.6371574096531651,
Afghanistan,2020-06-04,17267,294,1.7026698326287135,
Afghanistan,2020-06-05,17891,299,1.6712313453691798,
Afghanistan,2020-06-06,18969,309,1.6289735884864778,
Afghanistan,2020-06-07,19551,327,1.6725487187356145,
Afghanistan,2020-06-08,20342,357,1.7549896765313144,
Afghanistan,2020-06-09,20917,369,1.76411531290338,
Afghanistan,2020-06-10,21222,376,1.7717463010083874,
Afghanistan,2020-06-11,22142,405,1.829103062054015,
Afghanistan,2020-06-12,22890,426,1.8610747051114023,
Afghanistan,2020-06-13,23546,446,1.8941646139471673,
Afghanistan,2020-06-14,24102,451,1.8712140071363372,
Afghanistan,2020-06-15,24766,471,1.901800856012275,
Afghanistan,2020-06-16,25527,476,1.8646922865985036,
Afghanistan,2020-06-17,25633,484,1.8881910037841847,
Afghanistan,2020-06-18,26874,504,1.8754186202277294,
Afghanistan,2020-06-19,27337,546,1.9972930460547975,
Afghanistan,2020-06-20,27878,548,1.965707726522706,
Afghanistan,2020-06-21,28297,548,1.9366010531151712,
Afghanistan,2020-06-22,28833,581,2.015052197135227,
Afghanistan,2020-06-23,29143,598,2.0519507257317366,
Afghanistan,2020-06-24,29481,618,2.096265391268953,
Afghanistan,2020-06-25,29640,639,2.1558704453441297,
Afghanistan,2020-06-26,30175,675,2.236951118475559,
Afghanistan,2020-06-27,30260,680,2.247191011235955,
Afghanistan,2020-06-28,30616,703,2.2961850013065064,
Afghanistan,2020-06-29,30967,729,2.354118900765331,
Afghanistan,2020-06-30,31238,733,2.3465010564056596,
Afghanistan,2020-07-01,31359,735,2.343824739309289,
Afghanistan,2020-07-02,31762,774,2.4368742522511178,
Afghanistan,2020-07-03,32022,807,2.520142402098557,
Afghanistan,2020-07-04,32324,819,2.5337210741244895,
Afghanistan,2020-07-05,32672,826,2.528158667972576,
Afghanistan,2020-07-06,32951,864,2.622075202573518,
Afghanistan,2020-07-07,33064,887,2.6826760222598596,
Afghanistan,2020-07-08,33384,920,2.7558111670261205,
Afghanistan,2020-07-09,33594,936,2.786211823539918,
Afghanistan,2020-07-10,33653,937,2.784298576649927,
Afghanistan,2020-07-11,34194,971,2.83967947593145,
Afghanistan,2020-07-12,34351,975,2.8383453174580073,
Afghanistan,2020-07-13,34451,1010,2.931700095788221,
Afghanistan,2020-07-14,34455,1012,2.9371644173559712,
Afghanistan,2020-07-15,34740,1045,3.0080598733448474,
Afghanistan,2020-07-16,34940,1094,3.131081854607899,
Afghanistan,2020-07-17,35070,1113,3.1736526946107784,
Afghanistan,2020-07-18,35229,1147,3.255840358795311,
Afghanistan,2020-07-19,35289,1147,3.2503046275043213,
Afghanistan,2020-07-20,35475,1181,3.3291050035236083,
Afghanistan,2020-07-21,35509,1183,3.3315497479512235,
Afghanistan,2020-07-22,35615,1184,3.3244419486171557,
Afghanistan,2020-07-23,35727,1190,3.3308142301340724,
Afghanistan,2020-07-24,35915,1211,3.3718502018655157,
Afghanistan,2020-07-25,35981,1225,3.4045746366137686,
Afghanistan,2020-07-26,36036,1246,3.4576534576534574,
Afghanistan,2020-07-27,36157,1259,3.482036673396576,
Afghanistan,2020-07-28,36263,1269,3.499434685492099,
Afghanistan,2020-07-29,36368,1270,3.4920809502859655,
Afghanistan,2020-07-30,36471,1271,3.484960653670039,
Afghanistan,2020-07-31,36542,1271,3.4781894805976683,
Afghanistan,2020-08-01,36542,1271,3.4781894805976683,
Afghanistan,2020-08-02,36710,1283,3.494960501225824,
Afghanistan,2020-08-03,36710,1283,3.494960501225824,
Afghanistan,2020-08-04,36710,1283,3.494960501225824,
Afghanistan,2020-08-05,36747,1288,3.505048031131793,
Afghanistan,2020-08-06,36829,1294,3.513535529066768,
Afghanistan,2020-08-07,36896,1298,3.5179965307892456,
Afghanistan,2020-08-08,36937,1298,3.51409156130709,
Afghanistan,2020-08-09,37015,1307,3.5310009455626097,
Afghanistan,2020-08-10,37054,1312,3.540778323527824,
Afghanistan,2020-08-11,37054,1312,3.540778323527824,
Afghanistan,2020-08-12,37269,1344,3.606214279964582,
Afghanistan,2020-08-13,37345,1354,3.625652697817646,
Afghanistan,2020-08-14,37424,1363,3.6420478837109873,
Afghanistan,2020-08-15,37431,1363,3.641366781544709,
Afghanistan,2020-08-16,37551,1370,3.648371548028015,
Afghanistan,2020-08-17,37596,1375,3.6573039685072883,
Afghanistan,2020-08-18,37596,1375,3.6573039685072883,
Afghanistan,2020-08-19,37599,1375,3.6570121545785796,
Afghanistan,2020-08-20,37599,1375,3.6570121545785796,
Afghanistan,2020-08-21,37759,1383,3.6627029317513706,
Afghanistan,2020-08-22,37856,1385,3.6586010143702454,
Afghanistan,2020-08-23,37894,1385,3.654932179236819,
Afghanistan,2020-08-24,37953,1385,3.6492503886385794,
Afghanistan,2020-08-25,37999,1387,3.6500960551593464,
Afghanistan,2020-08-26,38070,1397,3.6695560809035985,
Afghanistan,2020-08-27,38113,1401,3.6759111064466192,
Afghanistan,2020-08-28,38129,1401,3.6743685908363717,
Afghanistan,2020-08-29,38140,1402,3.675930781331935,
Afghanistan,2020-08-30,38143,1402,3.67564166426343,
Afghanistan,2020-08-31,38143,1402,3.67564166426343,
Afghanistan,2020-09-01,38162,1402,3.673811645091976,
Afghanistan,2020-09-02,38196,1406,3.6810137187140013,
Afghanistan,2020-09-03,38243,1409,3.684334387992574,
Afghanistan,2020-09-04,38288,1409,3.6800041788549938,
Afghanistan,2020-09-05,38288,1409,3.6800041788549938,
Afghanistan,2020-09-06,38304,1409,3.678467000835422,
Afghanistan,2020-09-07,38398,1412,3.677274858065524,
Afghanistan,2020-09-08,38494,1415,3.675897542474152,
Afghanistan,2020-09-09,38520,1418,3.681204569055036,
Afghanistan,2020-09-10,38544,1420,3.684101286841013,
Afghanistan,2020-09-11,38572,1420,3.681426941823084,
Afghanistan,2020-09-12,38606,1420,3.6781847381236075,
Afghanistan,2020-09-13,38641,1420,3.6748531352708267,
Afghanistan,2020-09-14,38716,1420,3.667734270069222,
Afghanistan,2020-09-15,38772,1425,3.675332714329929,
Afghanistan,2020-09-16,38815,1426,3.673837433981708,
Afghanistan,2020-09-17,38855,1436,3.695792047355553,
Afghanistan,2020-09-18,38872,1436,3.6941757563284625,
Afghanistan,2020-09-19,38883,1437,3.6957024920916597,
Afghanistan,2020-09-20,38919,1437,3.692283974408387,
Afghanistan,2020-09-21,39044,1441,3.6907079192705665,
Afghanistan,2020-09-22,39074,1444,3.6955520294825206,
Afghanistan,2020-09-23,39096,1445,3.6960302844280744,
Afghanistan,2020-09-24,39145,1446,3.693958359943799,
Afghanistan,2020-09-25,39170,1451,3.7043655859075826,
Afghanistan,2020-09-26,39186,1451,3.7028530597662432,
Afghanistan,2020-09-27,39192,1453,3.7073892631149215,
Afghanistan,2020-09-28,39227,1453,3.704081372524027,
Afghanistan,2020-09-29,39239,1456,3.7105940518361837,
Afghanistan,2020-09-30,39254,1458,3.714271157079533,
Afghanistan,2020-10-01,39268,1458,3.7129469287969847,
Afghanistan,2020-10-02,39285,1458,3.711340206185567,
Afghanistan,2020-10-03,39290,1458,3.71086790531942,
Afghanistan,2020-10-04,39297,1462,3.7203857800849933,
Afghanistan,2020-10-05,39341,1462,3.7162248036399683,
Afghanistan,2020-10-06,39422,1466,3.7187357313175387,
Afghanistan,2020-10-07,39486,1467,3.7152408448564045,
Afghanistan,2020-10-08,39548,1469,3.7144735511277434,
Afghanistan,2020-10-09,39616,1470,3.7106219709208403,
Afghanistan,2020-10-10,39693,1472,3.708462449298365,
Afghanistan,2020-10-11,39703,1473,3.710047099715387,
Afghanistan,2020-10-12,39799,1477,3.7111485213196316,
Afghanistan,2020-10-13,39870,1479,3.709556057185854,
Afghanistan,2020-10-14,39928,1480,3.7066720096173107,
Afghanistan,2020-10-15,39994,1481,3.703055458318748,
Afghanistan,2020-10-16,40026,1481,3.7000949382901114,
Afghanistan,2020-10-17,40073,1485,3.705737029920395,
Afghanistan,2020-10-18,40141,1488,3.706933060960116,
Afghanistan,2020-10-19,40200,1492,3.711442786069652,
Afghanistan,2020-10-20,40287,1497,3.7158388562067173,
Afghanistan,2020-10-21,40375,1499,3.7126934984520124,
Afghanistan,2020-10-22,40510,1501,3.7052579609972844,
Afghanistan,2020-10-23,40626,1505,3.7045241963274753,
Afghanistan,2020-10-24,40687,1507,3.7038857620370145,
Afghanistan,2020-10-25,40768,1511,3.70633830455259,
Afghanistan,2020-10-26,40833,1514,3.707785369676487,
Afghanistan,2020-10-27,40937,1518,3.7081368932750323,
Afghanistan,2020-10-28,41032,1523,3.7117371807369857,
Afghanistan,2020-10-29,41145,1529,3.716125896220683,
Afghanistan,2020-10-30,41268,1532,3.7123194727149365,
Afghanistan,2020-10-31,41334,1533,3.7088111482072867,
Afghanistan,2020-11-01,41425,1536,3.707905853952927,
Afghanistan,2020-11-02,41501,1536,3.7011156357678128,
Afghanistan,2020-11-03,41633,1541,3.7013907237047534,
Afghanistan,2020-11-04,41728,1544,3.700153374233129,
Afghanistan,2020-11-05,41814,1548,3.702109341368919,
Afghanistan,2020-11-06,41935,1554,3.7057350661738404,
Afghanistan,2020-11-07,41975,1554,3.702203692674211,
Afghanistan,2020-11-08,42033,1556,3.7018533057359693,
Afghanistan,2020-11-09,42159,1562,3.7050214663535663,
Afghanistan,2020-11-10,42297,1574,3.7213041114027,
Afghanistan,2020-11-11,42463,1577,3.7138214445517272,
Afghanistan,2020-11-12,42609,1581,3.7104837006266282,
Afghanistan,2020-11-13,42795,1591,3.7177240331814465,
Afghanistan,2020-11-14,42969,1595,3.711978403034746,
Afghanistan,2020-11-15,43035,1605,3.729522481700941,
Afghanistan,2020-11-16,43240,1617,3.73959296947271,
Afghanistan,2020-11-17,43403,1626,3.7462848190217266,
Afghanistan,2020-11-18,43628,1638,3.7544696066746126,
Afghanistan,2020-11-19,43851,1645,3.751339764201501,
Afghanistan,2020-11-20,44228,1650,3.730668354888306,
Afghanistan,2020-11-21,44443,1661,3.737371464572599,
Afghanistan,2020-11-22,44503,1675,3.7637912050872977,
Afghanistan,2020-11-23,44706,1687,3.773542701203418,
Afghanistan,2020-11-24,44988,1695,3.7676713790344087,
Afghanistan,2020-11-25,45278,1712,3.781085737002518,
Afghanistan,2020-11-26,45490,1725,3.792042207078479,
Afghanistan,2020-11-27,45716,1737,3.79954501706186,
Afghanistan,2020-11-28,45839,1740,3.7958943257924473,
Afghanistan,2020-11-29,45966,1752,3.8115128573293307,
Afghanistan,2020-11-30,46215,1763,3.814778751487612,
Afghanistan,2020-12-01,46498,1774,3.8152178588326384,
Afghanistan,2020-12-02,46717,1795,3.842284393261554,
Afghanistan,2020-12-03,46980,1822,3.878246062154108,
Afghanistan,2020-12-04,47258,1841,3.8956367175927884,
Afghanistan,2020-12-05,47388,1847,3.8976112095889257,
Afghanistan,2020-12-06,47641,1865,3.9146953254549652,
Afghanistan,2020-12-07,47901,1875,3.914323291789316,
Afghanistan,2020-12-08,48136,1902,3.9513046368622238,
Afghanistan,2020-12-09,48366,1908,3.9449199851135095,
Afghanistan,2020-12-10,48540,1921,3.9575607746188712,
Afghanistan,2020-12-11,48753,1939,3.9771911472114536,
Afghanistan,2020-12-12,48826,1949,3.99172571990333,
Afghanistan,2020-12-13,48952,1960,4.003922209511359,
Afghanistan,2020-12-14,49273,1971,4.00016236072494,
Afghanistan,2020-12-15,49484,1975,3.991189071214938,
Afghanistan,2020-12-16,49703,2001,4.0259139287366965,
Afghanistan,2020-12-17,49927,2017,4.039898251447113,
Afghanistan,2020-12-18,50202,2032,4.0476475040835025,
Afghanistan,2020-12-19,50456,2037,4.037180910099889,
Afghanistan,2020-12-20,50536,2054,4.064429317714105,
Afghanistan,2020-12-21,50678,2074,4.092505623742058,
Afghanistan,2020-12-22,50888,2089,4.105093538751769,
Afghanistan,2020-12-23,51070,2105,4.12179361660466,
Afghanistan,2020-12-24,51357,2126,4.139649901668712,
Afghanistan,2020-12-25,51595,2135,4.137997868010466,
Afghanistan,2020-12-26,51764,2148,4.149602040027819,
Afghanistan,2020-12-27,51848,2158,4.162166332356118,
Afghanistan,2020-12-28,52007,2170,4.172515238333301,
Afghanistan,2020-12-29,52147,2182,4.18432508102096,
Afghanistan,2020-12-30,52330,2189,4.183068985285687,
Afghanistan,2020-12-31,52330,2189,4.183068985285687,
Afghanistan,2021-01-01,52513,2201,4.191343095995277,
Afghanistan,2021-01-02,52586,2211,4.204541132620849,
Afghanistan,2021-01-03,52709,2221,4.2137016448803815,
Afghanistan,2021-01-04,52909,2230,4.214783874199097,
Afghanistan,2021-01-05,53011,2237,4.2198788930599305,
Afghanistan,2021-01-06,53105,2244,4.22559081065813,
Afghanistan,2021-01-07,53207,2253,4.23440524742985,
Afghanistan,2021-01-08,53332,2257,4.231980799519988,
Afghanistan,2021-01-09,53400,2264,4.239700374531835,
Afghanistan,2021-01-10,53489,2277,4.2569500271083776,
Afghanistan,2021-01-11,53538,2288,4.27360005977063,
Afghanistan,2021-01-12,53584,2301,4.294192296207823,
Afghanistan,2021-01-13,53690,2308,4.298752095362265,
Afghanistan,2021-01-14,53775,2314,4.303114830311483,
Afghanistan,2021-01-15,53831,2324,4.317214987646524,
Afghanistan,2021-01-16,53938,2336,4.330898438948423,
Afghanistan,2021-01-17,53984,2339,4.332765263781861,
Afghanistan,2021-01-18,54062,2343,4.333912914801524,
Afghanistan,2021-01-19,54141,2346,4.333130160137419,
Afghanistan,2021-01-20,54278,2354,4.3369320903496815,
Afghanistan,2021-01-21,54403,2363,4.343510468172711,
Afghanistan,2021-01-22,54483,2370,4.349980727933485,
Afghanistan,2021-01-23,54559,2373,4.349419894059642,
Afghanistan,2021-01-24,54595,2378,4.35571022987453,
Afghanistan,2021-01-25,54672,2385,4.362379280070237,
Afghanistan,2021-01-26,54750,2389,4.363470319634703,
Afghanistan,2021-01-27,54854,2389,4.355197433186276,
Afghanistan,2021-01-28,54891,2397,4.3668360933486365,
Afghanistan,2021-01-29,54939,2399,4.366661206064908,
Afghanistan,2021-01-30,55008,2400,4.363001745200698,
Afghanistan,2021-01-31,55023,2400,4.361812333024371,
Afghanistan,2021-02-01,55059,2404,4.366225321927387,
Afghanistan,2021-02-02,55121,2405,4.363128390268681,
Afghanistan,2021-02-03,55174,2406,4.360749628448183,
Afghanistan,2021-02-04,55231,2407,4.358059785265521,
Afghanistan,2021-02-05,55265,2407,4.355378630236135,
Afghanistan,2021-02-06,55330,2408,4.352069401771191,
Afghanistan,2021-02-07,55335,2410,4.355290503298093,
Afghanistan,2021-02-08,55359,2413,4.358821510504163,
Afghanistan,2021-02-09,55384,2414,4.358659540661563,
Afghanistan,2021-02-10,55402,2418,4.364463376773402,
Afghanistan,2021-02-11,55420,2419,4.364850234572357,
Afghanistan,2021-02-12,55445,2424,4.371900081161511,
Afghanistan,2021-02-13,55473,2427,4.375101400681412,
Afghanistan,2021-02-14,55492,2427,4.373603402292222,
Afghanistan,2021-02-15,55514,2427,4.371870158878841,
Afghanistan,2021-02-16,55518,2428,4.37335638891891,
Afghanistan,2021-02-17,55540,2428,4.371624054735325,
Afghanistan,2021-02-18,55557,2430,4.373886278956747,
Afghanistan,2021-02-19,55575,2430,4.37246963562753,
Afghanistan,2021-02-20,55580,2430,4.37207628643397,
Afghanistan,2021-02-21,55604,2432,4.373786058556938,
Afghanistan,2021-02-22,55617,2433,4.374561734721398,0.0
Afghanistan,2021-02-23,55646,2435,4.3758760737519315,
Afghanistan,2021-02-24,55664,2436,4.37625754527163,
Afghanistan,2021-02-25,55680,2438,4.378591954022989,
Afghanistan,2021-02-26,55696,2442,4.384515943694341,
Afghanistan,2021-02-27,55707,2443,4.385445276177141,
Afghanistan,2021-02-28,55714,2443,4.384894281509136,0.020207573
Afghanistan,2021-03-01,55733,2444,4.385193691349828,
Afghanistan,2021-03-02,55759,2446,4.3867357735970876,
Afghanistan,2021-03-03,55770,2446,4.385870539716693,
Afghanistan,2021-03-04,55775,2446,4.385477364410578,
Afghanistan,2021-03-05,55827,2449,4.386766260053379,
Afghanistan,2021-03-06,55840,2449,4.385744985673353,
Afghanistan,2021-03-07,55847,2449,4.385195265636471,
Afghanistan,2021-03-08,55876,2451,4.386498675638915,
Afghanistan,2021-03-09,55876,2451,4.386498675638915,
Afghanistan,2021-03-10,55894,2451,4.38508605574838,
Afghanistan,2021-03-11,55917,2451,4.383282364933741,
Afghanistan,2021-03-12,55959,2454,4.385353562429636,
Afghanistan,2021-03-13,55959,2454,4.385353562429636,
Afghanistan,2021-03-14,55985,2457,4.38867553809056,
Afghanistan,2021-03-15,55985,2459,4.392247923550951,
Afghanistan,2021-03-16,55995,2460,4.393249397267613,0.13307425
Afghanistan,2021-03-17,56016,2460,4.391602399314482,
Afghanistan,2021-03-18,56044,2462,4.3929769466847475,
Afghanistan,2021-03-19,56069,2462,4.391018209705898,
Afghanistan,2021-03-20,56093,2462,4.389139464817357,
Afghanistan,2021-03-21,56103,2463,4.390139564729159,
Afghanistan,2021-03-22,56153,2464,4.3880113261980656,
Afghanistan,2021-03-23,56177,2466,4.38969685102444,
Afghanistan,2021-03-24,56192,2466,4.388525056947609,
Afghanistan,2021-03-25,56226,2467,4.387649841710241,
Afghanistan,2021-03-26,56254,2467,4.385465922423294,
Afghanistan,2021-03-27,56290,2469,4.386214247646119,
Afghanistan,2021-03-28,56294,2470,4.3876789711159265,
Afghanistan,2021-03-29,56322,2472,4.389048684350698,
Afghanistan,2021-03-30,56384,2476,4.391316685584563,
Afghanistan,2021-03-31,56454,2484,4.400042512488043,
Afghanistan,2021-04-01,56517,2489,4.403984641789196,
Afghanistan,2021-04-02,56572,2495,4.4103089867779115,
Afghanistan,2021-04-03,56595,2496,4.410283593957064,
Afghanistan,2021-04-04,56676,2497,4.405744936128167,
Afghanistan,2021-04-05,56717,2508,4.421954616781565,
Afghanistan,2021-04-06,56779,2512,4.4241709082583345,
Afghanistan,2021-04-07,56873,2512,4.416858614808432,0.29572058
Afghanistan,2021-04-08,56943,2516,4.418453541260559,
Afghanistan,2021-04-09,57019,2521,4.421333239797261,
Afghanistan,2021-04-10,57144,2521,4.411661766764665,
Afghanistan,2021-04-11,57160,2521,4.4104268719384185,
Afghanistan,2021-04-12,57242,2529,4.4180846231787845,
Afghanistan,2021-04-13,57364,2529,4.408688375984939,
Afghanistan,2021-04-14,57492,2532,4.404091003965769,
Afghanistan,2021-04-15,57534,2533,4.402614106441408,
Afghanistan,2021-04-16,57612,2535,4.400124973963758,
Afghanistan,2021-04-17,57721,2539,4.398745690476603,
Afghanistan,2021-04-18,57793,2539,4.393265620403855,
Afghanistan,2021-04-19,57898,2546,4.39738851082939,
Afghanistan,2021-04-20,58037,2549,4.392025776659717,
Afghanistan,2021-04-21,58214,2557,4.392414195897894,
Afghanistan,2021-04-22,58312,2561,4.391891891891892,0.59144115
Afghanistan,2021-04-23,58542,2565,4.38146971405145,
Afghanistan,2021-04-24,58730,2572,4.3793631874680745,
Afghanistan,2021-04-25,58843,2582,4.387947589347926,
Afghanistan,2021-04-26,59015,2592,4.39210370244853,
Afghanistan,2021-04-27,59225,2598,4.386661038412833,
Afghanistan,2021-04-28,59370,2611,4.3978440289708605,
Afghanistan,2021-04-29,59576,2618,4.394387001477105,
Afghanistan,2021-04-30,59745,2625,4.393673110720562,
Afghanistan,2021-05-01,59939,2631,4.3894626203306695,
Afghanistan,2021-05-02,60122,2637,4.386081634010845,
Afghanistan,2021-05-03,60300,2642,4.381426202321725,
Afghanistan,2021-05-04,60563,2648,4.3723065237851495,
Afghanistan,2021-05-05,60797,2654,4.365346974357287,
Afghanistan,2021-05-06,61162,2664,4.355645662339361,
Afghanistan,2021-05-07,61455,2673,4.349524041981938,
Afghanistan,2021-05-08,61755,2683,4.344587482794916,
Afghanistan,2021-05-09,61842,2686,4.343326541832412,
Afghanistan,2021-05-10,62063,2698,4.347195591576301,
Afghanistan,2021-05-11,62403,2710,4.342739932375046,1.1061872
Afghanistan,2021-05-12,62718,2713,4.3257119168340825,
Afghanistan,2021-05-13,63045,2721,4.315964787056864,
Afghanistan,2021-05-14,63355,2730,4.309052166364139,
Afghanistan,2021-05-15,63412,2733,4.309909796253075,
Afghanistan,2021-05-16,63484,2742,4.319198538214353,
Afghanistan,2021-05-17,63598,2745,4.316173464574358,
Afghanistan,2021-05-18,63819,2751,4.310628496215861,
Afghanistan,2021-05-19,64122,2762,4.307413992077603,
Afghanistan,2021-05-20,64575,2772,4.2926829268292686,1.1590793
Afghanistan,2021-05-21,65080,2782,4.274738783036263,
Afghanistan,2021-05-22,65486,2792,4.263506703722933,
Afghanistan,2021-05-23,65728,2802,4.263023369036027,
Afghanistan,2021-05-24,66275,2812,4.242927197284044,1.1739293
Afghanistan,2021-05-25,66903,2836,4.23897284127767,
Afghanistan,2021-05-26,67743,2855,4.21445758233323,1.1813347
Afghanistan,2021-05-27,68366,2869,4.196530439107159,1.1818326
Afghanistan,2021-05-28,69130,2881,4.167510487487343,
Afghanistan,2021-05-29,70111,2899,4.134871846072656,
Afghanistan,2021-05-30,70761,2919,4.125153686352652,1.1834393
Afghanistan,2021-05-31,71838,2944,4.098109635568918,
Afghanistan,2021-06-01,72977,2973,4.073886292941611,
